DATE_ID,erbs,EUtranCellFDD,DCVECTOR_INDEX,pmTaInit2Distr,Site_id,NE_id,Band_id,Sectoral,Sector_gabung,Distance,dfsum,Cumulative_Occurance,TA_Index
2024-12-20,E-BKT003MM1-BUKITTINGGIIII,BKT003MT3,13,0,BKT003,BKT003MT,L900,3,3,(12.5 - 14.6) km,13005,100.0,TA13
2024-12-20,E-BKT003MM1-BUKITTINGGIIII,BKT003MT3,14,0,BKT003,BKT003MT,L900,3,3,(14.6 - 16.9) km,13005,100.0,TA14
2024-12-20,E-BKT003MM1-BUKITTINGGIIII,BKT003MT3,15,0,BKT003,BKT003MT,L900,3,3,(16.9 - 19.4) km,13005,100.0,TA15
2024-12-20,E-BKT003MM1-BUKITTINGGIIII,BKT003MT3,16,0,BKT003,BKT003MT,L900,3,3,(19.4 - 22.0) km,13005,100.0,TA16
2024-12-20,E-BKT003MM1-BUKITTINGGIIII,BKT003MT3,17,0,BKT003,BKT003MT,L900,3,3,(22.0 - 24.8) km,13005,100.0,TA17
2024-12-20,E-BKT003MM1-BUKITTINGGIIII,BKT003MT3,18,0,BKT003,BKT003MT,L900,3,3,(24.8 - 27.9) km,13005,100.0,TA18
2024-12-20,E-BKT003MM1-BUKITTINGGIIII,BKT003MT3,19,0,BKT003,BKT003MT,L900,3,3,(27.9 - 31.3) km,13005,100.0,TA19
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,0,100,BKT003,BKT003ME,L2300,1,1,(0 - 0.08) km,37265,0.26834831611431637,TA0
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,1,4073,BKT003,BKT003ME,L2300,1,1,(0.08 - 0.23) km,37265,11.198175231450422,TA1
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,2,29187,BKT003,BKT003ME,L2300,1,1,(0.23 - 0.63) km,37265,89.52099825573595,TA2
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,3,3556,BKT003,BKT003ME,L2300,1,1,(0.63 - 1.01) km,37265,99.06346437676103,TA3
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,4,316,BKT003,BKT003ME,L2300,1,1,(1.01 - 1.64) km,37265,99.91144505568228,TA4
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,5,33,BKT003,BKT003ME,L2300,1,1,(1.64 - 2.42) km,37265,100.0,TA5
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,6,0,BKT003,BKT003ME,L2300,1,1,(2.42 - 3.36) km,37265,100.0,TA6
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,7,0,BKT003,BKT003ME,L2300,1,1,(3.36 - 4.45) km,37265,100.0,TA7
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,8,0,BKT003,BKT003ME,L2300,1,1,(4.45 - 5.70) km,37265,100.0,TA8
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,9,0,BKT003,BKT003ME,L2300,1,1,(5.70 - 7.18) km,37265,100.0,TA9
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,10,0,BKT003,BKT003ME,L2300,1,1,(7.18 - 8.74) km,37265,100.0,TA10
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,11,0,BKT003,BKT003ME,L2300,1,1,(8.74 - 10.5) km,37265,100.0,TA11
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,12,0,BKT003,BKT003ME,L2300,1,1,(10.5 - 12.5) km,37265,100.0,TA12
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,13,0,BKT003,BKT003ME,L2300,1,1,(12.5 - 14.6) km,37265,100.0,TA13
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,14,0,BKT003,BKT003ME,L2300,1,1,(14.6 - 16.9) km,37265,100.0,TA14
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,15,0,BKT003,BKT003ME,L2300,1,1,(16.9 - 19.4) km,37265,100.0,TA15
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,16,0,BKT003,BKT003ME,L2300,1,1,(19.4 - 22.0) km,37265,100.0,TA16
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,17,0,BKT003,BKT003ME,L2300,1,1,(22.0 - 24.8) km,37265,100.0,TA17
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,18,0,BKT003,BKT003ME,L2300,1,1,(24.8 - 27.9) km,37265,100.0,TA18
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME1,19,0,BKT003,BKT003ME,L2300,1,1,(27.9 - 31.3) km,37265,100.0,TA19
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,0,408,BKT003,BKT003ME,L2300,2,2,(0 - 0.08) km,63962,0.6378787405021732,TA0
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,1,8158,BKT003,BKT003ME,L2300,2,2,(0.08 - 0.23) km,63962,13.392326693974546,TA1
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,2,51859,BKT003,BKT003ME,L2300,2,2,(0.23 - 0.63) km,63962,94.47015415402895,TA2
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,3,3485,BKT003,BKT003ME,L2300,2,2,(0.63 - 1.01) km,63962,99.91870172915168,TA3
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,4,51,BKT003,BKT003ME,L2300,2,2,(1.01 - 1.64) km,63962,99.99843657171445,TA4
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,5,1,BKT003,BKT003ME,L2300,2,2,(1.64 - 2.42) km,63962,100.0,TA5
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,6,0,BKT003,BKT003ME,L2300,2,2,(2.42 - 3.36) km,63962,100.0,TA6
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,7,0,BKT003,BKT003ME,L2300,2,2,(3.36 - 4.45) km,63962,100.0,TA7
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,8,0,BKT003,BKT003ME,L2300,2,2,(4.45 - 5.70) km,63962,100.0,TA8
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,9,0,BKT003,BKT003ME,L2300,2,2,(5.70 - 7.18) km,63962,100.0,TA9
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,10,0,BKT003,BKT003ME,L2300,2,2,(7.18 - 8.74) km,63962,100.0,TA10
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,11,0,BKT003,BKT003ME,L2300,2,2,(8.74 - 10.5) km,63962,100.0,TA11
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,12,0,BKT003,BKT003ME,L2300,2,2,(10.5 - 12.5) km,63962,100.0,TA12
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,13,0,BKT003,BKT003ME,L2300,2,2,(12.5 - 14.6) km,63962,100.0,TA13
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,14,0,BKT003,BKT003ME,L2300,2,2,(14.6 - 16.9) km,63962,100.0,TA14
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,15,0,BKT003,BKT003ME,L2300,2,2,(16.9 - 19.4) km,63962,100.0,TA15
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,16,0,BKT003,BKT003ME,L2300,2,2,(19.4 - 22.0) km,63962,100.0,TA16
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,17,0,BKT003,BKT003ME,L2300,2,2,(22.0 - 24.8) km,63962,100.0,TA17
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,18,0,BKT003,BKT003ME,L2300,2,2,(24.8 - 27.9) km,63962,100.0,TA18
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME2,19,0,BKT003,BKT003ME,L2300,2,2,(27.9 - 31.3) km,63962,100.0,TA19
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,0,554,BKT003,BKT003ME,L2300,3,3,(0 - 0.08) km,59352,0.9334142067664105,TA0
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,1,13236,BKT003,BKT003ME,L2300,3,3,(0.08 - 0.23) km,59352,23.234263377813722,TA1
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,2,35895,BKT003,BKT003ME,L2300,3,3,(0.23 - 0.63) km,59352,83.71242755088288,TA2
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,3,5587,BKT003,BKT003ME,L2300,3,3,(0.63 - 1.01) km,59352,93.1257581884351,TA3
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,4,3791,BKT003,BKT003ME,L2300,3,3,(1.01 - 1.64) km,59352,99.5130745383475,TA4
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,5,151,BKT003,BKT003ME,L2300,3,3,(1.64 - 2.42) km,59352,99.76748887990296,TA5
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,6,111,BKT003,BKT003ME,L2300,3,3,(2.42 - 3.36) km,59352,99.95450869389406,TA6
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,7,19,BKT003,BKT003ME,L2300,3,3,(3.36 - 4.45) km,59352,99.98652109448713,TA7
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,8,1,BKT003,BKT003ME,L2300,3,3,(4.45 - 5.70) km,59352,99.98820595767623,TA8
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,9,4,BKT003,BKT003ME,L2300,3,3,(5.70 - 7.18) km,59352,99.99494541043266,TA9
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,10,0,BKT003,BKT003ME,L2300,3,3,(7.18 - 8.74) km,59352,99.99494541043266,TA10
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,11,0,BKT003,BKT003ME,L2300,3,3,(8.74 - 10.5) km,59352,99.99494541043266,TA11
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,12,3,BKT003,BKT003ME,L2300,3,3,(10.5 - 12.5) km,59352,100.0,TA12
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,13,0,BKT003,BKT003ME,L2300,3,3,(12.5 - 14.6) km,59352,100.0,TA13
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,14,0,BKT003,BKT003ME,L2300,3,3,(14.6 - 16.9) km,59352,100.0,TA14
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,15,0,BKT003,BKT003ME,L2300,3,3,(16.9 - 19.4) km,59352,100.0,TA15
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,16,0,BKT003,BKT003ME,L2300,3,3,(19.4 - 22.0) km,59352,100.0,TA16
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,17,0,BKT003,BKT003ME,L2300,3,3,(22.0 - 24.8) km,59352,100.0,TA17
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,18,0,BKT003,BKT003ME,L2300,3,3,(24.8 - 27.9) km,59352,100.0,TA18
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003ME3,19,0,BKT003,BKT003ME,L2300,3,3,(27.9 - 31.3) km,59352,100.0,TA19
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,0,135,BKT003,BKT003MF,L2300,1,1,(0 - 0.08) km,43035,0.3136981526664343,TA0
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,1,4221,BKT003,BKT003MF,L2300,1,1,(0.08 - 0.23) km,43035,10.121993726036948,TA1
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,2,36437,BKT003,BKT003MF,L2300,1,1,(0.23 - 0.63) km,43035,94.79028697571744,TA2
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,3,2192,BKT003,BKT003MF,L2300,1,1,(0.63 - 1.01) km,43035,99.88381549901243,TA3
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,4,36,BKT003,BKT003MF,L2300,1,1,(1.01 - 1.64) km,43035,99.96746833972348,TA4
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,5,14,BKT003,BKT003MF,L2300,1,1,(1.64 - 2.42) km,43035,100.0,TA5
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,6,0,BKT003,BKT003MF,L2300,1,1,(2.42 - 3.36) km,43035,100.0,TA6
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,7,0,BKT003,BKT003MF,L2300,1,1,(3.36 - 4.45) km,43035,100.0,TA7
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,8,0,BKT003,BKT003MF,L2300,1,1,(4.45 - 5.70) km,43035,100.0,TA8
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,9,0,BKT003,BKT003MF,L2300,1,1,(5.70 - 7.18) km,43035,100.0,TA9
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,10,0,BKT003,BKT003MF,L2300,1,1,(7.18 - 8.74) km,43035,100.0,TA10
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,11,0,BKT003,BKT003MF,L2300,1,1,(8.74 - 10.5) km,43035,100.0,TA11
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,12,0,BKT003,BKT003MF,L2300,1,1,(10.5 - 12.5) km,43035,100.0,TA12
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,13,0,BKT003,BKT003MF,L2300,1,1,(12.5 - 14.6) km,43035,100.0,TA13
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,14,0,BKT003,BKT003MF,L2300,1,1,(14.6 - 16.9) km,43035,100.0,TA14
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,15,0,BKT003,BKT003MF,L2300,1,1,(16.9 - 19.4) km,43035,100.0,TA15
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,16,0,BKT003,BKT003MF,L2300,1,1,(19.4 - 22.0) km,43035,100.0,TA16
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,17,0,BKT003,BKT003MF,L2300,1,1,(22.0 - 24.8) km,43035,100.0,TA17
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,18,0,BKT003,BKT003MF,L2300,1,1,(24.8 - 27.9) km,43035,100.0,TA18
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF1,19,0,BKT003,BKT003MF,L2300,1,1,(27.9 - 31.3) km,43035,100.0,TA19
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,0,558,BKT003,BKT003MF,L2300,2,2,(0 - 0.08) km,67475,0.8269729529455354,TA0
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,1,14284,BKT003,BKT003MF,L2300,2,2,(0.08 - 0.23) km,67475,21.99629492404594,TA1
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,2,50135,BKT003,BKT003MF,L2300,2,2,(0.23 - 0.63) km,67475,96.29788810670618,TA2
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,3,2444,BKT003,BKT003MF,L2300,2,2,(0.63 - 1.01) km,67475,99.91997035939237,TA3
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,4,53,BKT003,BKT003MF,L2300,2,2,(1.01 - 1.64) km,67475,99.99851796961838,TA4
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,5,1,BKT003,BKT003MF,L2300,2,2,(1.64 - 2.42) km,67475,100.0,TA5
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,6,0,BKT003,BKT003MF,L2300,2,2,(2.42 - 3.36) km,67475,100.0,TA6
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,7,0,BKT003,BKT003MF,L2300,2,2,(3.36 - 4.45) km,67475,100.0,TA7
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,8,0,BKT003,BKT003MF,L2300,2,2,(4.45 - 5.70) km,67475,100.0,TA8
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,9,0,BKT003,BKT003MF,L2300,2,2,(5.70 - 7.18) km,67475,100.0,TA9
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,10,0,BKT003,BKT003MF,L2300,2,2,(7.18 - 8.74) km,67475,100.0,TA10
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,11,0,BKT003,BKT003MF,L2300,2,2,(8.74 - 10.5) km,67475,100.0,TA11
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,12,0,BKT003,BKT003MF,L2300,2,2,(10.5 - 12.5) km,67475,100.0,TA12
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,13,0,BKT003,BKT003MF,L2300,2,2,(12.5 - 14.6) km,67475,100.0,TA13
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,14,0,BKT003,BKT003MF,L2300,2,2,(14.6 - 16.9) km,67475,100.0,TA14
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,15,0,BKT003,BKT003MF,L2300,2,2,(16.9 - 19.4) km,67475,100.0,TA15
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,16,0,BKT003,BKT003MF,L2300,2,2,(19.4 - 22.0) km,67475,100.0,TA16
2024-12-20,E-BKT003MM2-BUKIT-TINGGI-3,BKT003MF2,17,0,BKT003,BKT003MF,L2300,2,2,(22.0 - 24.8) km,67475,100.0,TA17
